ID операции;Дата;ID тура;ID туроператора;Количество проданных путёвок
OP0664;12.01.2022;R1123;T107;3
OP0665;12.01.2022;R1119;T104;13
OP0666;12.01.2022;R1115;T102;7
OP0667;12.01.2022;R1124;T100;19
OP0668;12.01.2022;R1122;T109;12
OP0669;12.01.2022;R1127;T110;16
OP0670;12.01.2022;R1116;T109;19
OP0671;12.01.2022;R1112;T111;18
OP0672;12.01.2022;R1101;T103;18
OP0673;12.01.2022;R1124;T105;11
OP0674;12.01.2022;R1104;T112;8
OP0675;12.01.2022;R1107;T112;18
OP0676;12.01.2022;R1128;T114;11
OP0677;12.01.2022;R1105;T112;6
OP0678;12.01.2022;R1129;T111;2
OP0679;12.01.2022;R1121;T107;8
OP0680;12.01.2022;R1110;T109;18
OP0681;12.01.2022;R1131;T117;19
OP0682;12.01.2022;R1110;T100;3
OP0683;12.01.2022;R1118;T111;7
OP0684;12.01.2022;R1114;T101;16
OP0685;12.01.2022;R1130;T114;14
OP0686;12.01.2022;R1113;T118;14
OP0687;12.01.2022;R1108;T106;11
OP0688;12.01.2022;R1122;T107;15
OP0689;12.01.2022;R1129;T115;11
OP0690;12.01.2022;R1102;T103;5
OP0691;12.01.2022;R1121;T100;18
OP0692;12.01.2022;R1111;T107;9
OP0693;12.01.2022;R1122;T108;3
OP0694;12.01.2022;R1129;T108;15
OP0695;13.01.2022;R1113;T102;2
OP0696;13.01.2022;R1119;T117;2
OP0697;13.01.2022;R1116;T115;15
OP0698;13.01.2022;R1115;T105;18
OP0699;13.01.2022;R1123;T101;8
OP0700;13.01.2022;R1128;T106;4
OP0701;13.01.2022;R1110;T105;17
OP0702;13.01.2022;R1116;T113;10
OP0703;13.01.2022;R1125;T103;19
OP0704;13.01.2022;R1103;T113;19
OP0705;13.01.2022;R1110;T117;15
OP0706;13.01.2022;R1104;T105;11
OP0707;13.01.2022;R1129;T100;2
OP0708;13.01.2022;R1119;T109;5
OP0709;13.01.2022;R1124;T106;19
OP0710;13.01.2022;R1112;T109;16
OP0711;13.01.2022;R1129;T103;18
OP0712;13.01.2022;R1101;T111;17
OP0713;13.01.2022;R1101;T113;3
OP0714;13.01.2022;R1122;T108;4
OP0715;13.01.2022;R1117;T100;14
OP0716;13.01.2022;R1122;T106;19
OP0717;13.01.2022;R1120;T102;7
OP0718;13.01.2022;R1110;T103;7
OP0719;13.01.2022;R1104;T104;18
OP0720;13.01.2022;R1115;T114;10
OP0721;13.01.2022;R1118;T112;3
OP0722;13.01.2022;R1123;T119;7
OP0723;13.01.2022;R1113;T117;16
OP0724;13.01.2022;R1114;T104;9
OP0725;13.01.2022;R1125;T106;18
OP0726;13.01.2022;R1119;T109;7
OP0727;13.01.2022;R1127;T108;12
OP0728;13.01.2022;R1126;T100;13
OP0729;13.01.2022;R1124;T115;5
OP0730;13.01.2022;R1110;T102;5
OP0731;13.01.2022;R1113;T111;11
OP0732;13.01.2022;R1126;T100;7
OP0733;13.01.2022;R1116;T109;5
OP0734;13.01.2022;R1112;T109;5
OP0735;13.01.2022;R1105;T114;18
OP0736;13.01.2022;R1129;T114;12
OP0737;13.01.2022;R1124;T120;5
OP0738;13.01.2022;R1121;T115;17
OP0739;13.01.2022;R1125;T109;6
OP0740;13.01.2022;R1107;T116;18
OP0741;13.01.2022;R1118;T109;11
OP0742;14.01.2022;R1113;T120;5
OP0743;14.01.2022;R1127;T117;20
OP0744;14.01.2022;R1111;T118;16
OP0745;14.01.2022;R1101;T112;10
OP0746;14.01.2022;R1113;T114;4
OP0747;14.01.2022;R1117;T116;16
OP0748;14.01.2022;R1104;T119;11
OP0749;14.01.2022;R1102;T118;12
OP0750;14.01.2022;R1132;T117;16
OP0751;14.01.2022;R1107;T113;9
OP0752;14.01.2022;R1123;T118;11
OP0753;14.01.2022;R1101;T112;8
OP0754;14.01.2022;R1105;T119;17
OP0755;14.01.2022;R1113;T100;2
OP0756;14.01.2022;R1111;T120;8
OP0757;14.01.2022;R1129;T120;12
OP0758;14.01.2022;R1122;T101;2
OP0759;14.01.2022;R1102;T110;17
OP0760;14.01.2022;R1125;T103;15
OP0761;14.01.2022;R1109;T100;12
OP0762;14.01.2022;R1122;T103;5
OP0763;14.01.2022;R1106;T110;13
OP0764;14.01.2022;R1105;T111;12
OP0765;14.01.2022;R1130;T120;18
OP0766;14.01.2022;R1130;T117;9
OP0767;14.01.2022;R1117;T110;17
OP0768;14.01.2022;R1103;T113;2
OP0769;14.01.2022;R1118;T120;3
OP0770;14.01.2022;R1125;T112;11
OP0771;14.01.2022;R1106;T119;8
OP0772;14.01.2022;R1128;T108;18
OP0773;14.01.2022;R1124;T120;3
OP0774;14.01.2022;R1124;T119;18
OP0775;14.01.2022;R1109;T120;14
OP0776;14.01.2022;R1131;T118;10
OP0777;14.01.2022;R1120;T100;5
OP0778;14.01.2022;R1101;T100;18
OP0779;14.01.2022;R1118;T100;10
OP0780;14.01.2022;R1118;T112;20
OP0781;14.01.2022;R1102;T100;16
OP0782;14.01.2022;R1120;T118;4
OP0783;14.01.2022;R1111;T104;7
OP0784;14.01.2022;R1132;T104;20
OP0785;14.01.2022;R1103;T119;4
OP0786;14.01.2022;R1123;T107;16
OP0787;14.01.2022;R1104;T106;11
OP0788;14.01.2022;R1126;T103;6
OP0789;14.01.2022;R1115;T106;11
OP0790;14.01.2022;R1107;T118;18
OP0791;14.01.2022;R1119;T115;7
OP0792;15.01.2022;R1103;T119;3
OP0793;15.01.2022;R1130;T113;20
OP0794;15.01.2022;R1129;T117;19
OP0795;15.01.2022;R1119;T106;18
OP0796;15.01.2022;R1125;T119;8
OP0797;15.01.2022;R1118;T120;12
OP0798;15.01.2022;R1113;T113;15
OP0799;15.01.2022;R1105;T120;18
OP0800;15.01.2022;R1101;T108;5
OP0801;15.01.2022;R1120;T118;17
OP0802;15.01.2022;R1120;T101;3
OP0803;15.01.2022;R1119;T115;9
OP0804;15.01.2022;R1123;T107;7
OP0805;15.01.2022;R1126;T106;18
OP0806;15.01.2022;R1105;T117;10
OP0807;15.01.2022;R1109;T100;12
OP0808;15.01.2022;R1118;T114;11
OP0809;15.01.2022;R1113;T100;17
OP0810;15.01.2022;R1119;T100;4
OP0811;15.01.2022;R1126;T119;11
OP0812;15.01.2022;R1102;T115;15
OP0813;15.01.2022;R1110;T119;17
OP0814;15.01.2022;R1127;T114;20
OP0815;15.01.2022;R1114;T110;10
OP0816;15.01.2022;R1125;T112;13
OP0817;15.01.2022;R1114;T112;18
OP0818;15.01.2022;R1125;T107;15
OP0819;15.01.2022;R1124;T115;14
OP0820;15.01.2022;R1130;T118;9
OP0821;15.01.2022;R1128;T102;11
OP0822;15.01.2022;R1110;T114;9
OP0823;15.01.2022;R1119;T111;10
OP0824;15.01.2022;R1120;T115;12
OP0825;15.01.2022;R1121;T115;3
OP0826;15.01.2022;R1104;T116;20
OP0827;15.01.2022;R1102;T113;13
OP0828;15.01.2022;R1127;T119;20
OP0829;15.01.2022;R1111;T102;17
OP0830;15.01.2022;R1128;T104;20
OP0831;15.01.2022;R1111;T109;3
OP0832;15.01.2022;R1115;T101;19
OP0833;15.01.2022;R1104;T115;7
OP0834;15.01.2022;R1118;T108;12
OP0835;15.01.2022;R1113;T111;5
OP0836;15.01.2022;R1129;T101;7
OP0837;15.01.2022;R1123;T112;3
OP0838;15.01.2022;R1118;T111;14
OP0839;15.01.2022;R1107;T105;13
OP0840;15.01.2022;R1119;T118;7
OP0841;15.01.2022;R1120;T113;13
OP0842;15.01.2022;R1123;T114;3
OP0843;15.01.2022;R1113;T106;2
OP0844;15.01.2022;R1122;T105;16
OP0845;15.01.2022;R1116;T118;13
OP0846;15.01.2022;R1125;T111;4
OP0847;15.01.2022;R1112;T110;4
OP0848;15.01.2022;R1130;T103;16
OP0849;15.01.2022;R1124;T107;11
OP0850;16.01.2022;R1104;T103;11
OP0851;16.01.2022;R1108;T113;19
OP0852;16.01.2022;R1112;T116;4
OP0853;16.01.2022;R1132;T101;9
OP0854;16.01.2022;R1111;T120;7
OP0855;16.01.2022;R1128;T106;17
OP0856;16.01.2022;R1109;T108;18
OP0857;16.01.2022;R1113;T111;8
OP0858;16.01.2022;R1108;T116;10
OP0859;16.01.2022;R1116;T102;15
OP0860;16.01.2022;R1118;T120;3
OP0861;16.01.2022;R1107;T109;11
OP0862;16.01.2022;R1111;T114;10
OP0863;16.01.2022;R1101;T114;10
OP0864;16.01.2022;R1102;T102;7
OP0865;16.01.2022;R1106;T111;15
OP0866;16.01.2022;R1115;T109;16
OP0867;16.01.2022;R1113;T117;5
OP0868;16.01.2022;R1114;T102;7
OP0869;16.01.2022;R1128;T110;3
OP0870;16.01.2022;R1108;T100;4
OP0871;16.01.2022;R1130;T105;2
OP0872;16.01.2022;R1121;T112;16
OP0873;16.01.2022;R1127;T110;2
OP0874;16.01.2022;R1130;T120;3
OP0875;16.01.2022;R1127;T101;12
OP0876;16.01.2022;R1109;T109;13
OP0877;16.01.2022;R1120;T102;8
OP0878;16.01.2022;R1129;T117;17
OP0879;16.01.2022;R1127;T102;10
OP0880;16.01.2022;R1132;T101;4
OP0881;16.01.2022;R1116;T119;14
OP0882;16.01.2022;R1110;T116;13
OP0883;16.01.2022;R1129;T115;16
OP0884;16.01.2022;R1131;T100;3
OP0885;16.01.2022;R1124;T110;11
OP0886;16.01.2022;R1129;T115;14
OP0887;16.01.2022;R1114;T116;4
OP0888;16.01.2022;R1102;T104;8
OP0889;16.01.2022;R1130;T101;16
OP0890;16.01.2022;R1123;T117;18
OP0891;16.01.2022;R1125;T104;3
OP0892;16.01.2022;R1127;T115;12
OP0893;16.01.2022;R1118;T108;2
OP0894;16.01.2022;R1120;T104;12
OP0895;16.01.2022;R1104;T107;16
OP0896;16.01.2022;R1120;T108;16
OP0897;16.01.2022;R1123;T112;3
OP0898;16.01.2022;R1130;T108;3
OP0899;17.01.2022;R1105;T100;18
OP0900;17.01.2022;R1105;T109;11
OP0901;17.01.2022;R1104;T105;16
OP0902;17.01.2022;R1131;T116;4
OP0903;17.01.2022;R1108;T111;11
OP0904;17.01.2022;R1131;T118;19
OP0905;17.01.2022;R1127;T109;18
OP0906;17.01.2022;R1106;T106;19
OP0907;17.01.2022;R1101;T100;5
OP0908;17.01.2022;R1107;T100;11
OP0909;17.01.2022;R1112;T118;10
OP0910;17.01.2022;R1122;T111;3
OP0911;17.01.2022;R1121;T112;7
OP0912;17.01.2022;R1105;T111;6
OP0913;17.01.2022;R1105;T104;2
OP0914;17.01.2022;R1104;T111;2
OP0915;17.01.2022;R1113;T102;2
OP0916;17.01.2022;R1121;T100;4
OP0917;17.01.2022;R1112;T113;5
OP0918;17.01.2022;R1130;T102;7
OP0919;17.01.2022;R1110;T114;8
OP0920;17.01.2022;R1132;T119;6
OP0921;17.01.2022;R1110;T106;6
OP0922;17.01.2022;R1129;T106;14
OP0923;17.01.2022;R1102;T107;9
OP0924;17.01.2022;R1111;T105;2
OP0925;17.01.2022;R1101;T108;7
OP0926;17.01.2022;R1112;T112;3
OP0927;17.01.2022;R1121;T110;19
OP0928;17.01.2022;R1102;T111;14
OP0929;17.01.2022;R1117;T101;17
OP0930;17.01.2022;R1130;T105;8
OP0931;17.01.2022;R1102;T100;5
OP0932;17.01.2022;R1101;T119;14
OP0933;17.01.2022;R1132;T113;18
OP0934;17.01.2022;R1111;T120;18
OP0935;17.01.2022;R1124;T104;3
OP0936;17.01.2022;R1102;T120;17
OP0937;17.01.2022;R1114;T120;17
OP0938;17.01.2022;R1101;T110;3
OP0939;17.01.2022;R1122;T120;3
OP0940;17.01.2022;R1118;T100;6
OP0941;17.01.2022;R1109;T115;15
OP0942;17.01.2022;R1110;T104;3
OP0943;17.01.2022;R1117;T107;5
OP0944;17.01.2022;R1122;T111;17
OP0945;17.01.2022;R1122;T112;11
OP0946;17.01.2022;R1111;T111;2
OP0947;17.01.2022;R1131;T110;11
OP0948;17.01.2022;R1111;T105;12
OP0949;17.01.2022;R1126;T114;5
OP0950;17.01.2022;R1105;T118;13
OP0951;17.01.2022;R1102;T111;3
OP0952;17.01.2022;R1119;T105;2
OP0953;17.01.2022;R1121;T108;9
OP0954;17.01.2022;R1114;T114;11
OP0955;17.01.2022;R1113;T108;18
OP0956;17.01.2022;R1124;T109;11
OP0957;17.01.2022;R1106;T113;3
OP0958;17.01.2022;R1122;T100;3
OP0959;17.01.2022;R1105;T105;10
OP0960;17.01.2022;R1111;T110;13
OP0961;18.01.2022;R1121;T116;10
OP0962;18.01.2022;R1102;T103;8
OP0963;18.01.2022;R1127;T100;13
OP0964;18.01.2022;R1117;T111;20
OP0965;18.01.2022;R1130;T103;9
OP0966;18.01.2022;R1122;T100;20
OP0967;18.01.2022;R1126;T104;14
OP0968;18.01.2022;R1110;T103;2
OP0969;18.01.2022;R1125;T103;4
OP0970;18.01.2022;R1132;T114;4
OP0971;18.01.2022;R1126;T107;11
OP0972;18.01.2022;R1116;T112;5
OP0973;18.01.2022;R1121;T102;12
OP0974;18.01.2022;R1118;T119;16
OP0975;18.01.2022;R1114;T104;6
OP0976;18.01.2022;R1113;T106;3
OP0977;18.01.2022;R1105;T117;20
OP0978;18.01.2022;R1130;T116;4
OP0979;18.01.2022;R1102;T112;10
OP0980;18.01.2022;R1109;T108;6
OP0981;18.01.2022;R1131;T116;10
OP0982;18.01.2022;R1129;T107;3
OP0983;18.01.2022;R1130;T116;16
OP0984;18.01.2022;R1102;T120;3
OP0985;18.01.2022;R1116;T100;13
OP0986;18.01.2022;R1131;T118;19
OP0987;18.01.2022;R1119;T115;5
OP0988;18.01.2022;R1122;T107;18
OP0989;18.01.2022;R1113;T114;12
OP0990;18.01.2022;R1102;T108;12
OP0991;18.01.2022;R1115;T107;16
OP0992;18.01.2022;R1105;T102;6
OP0993;18.01.2022;R1129;T100;13
OP0994;18.01.2022;R1119;T102;12
OP0995;18.01.2022;R1106;T118;4
OP0996;18.01.2022;R1131;T120;12
OP0997;18.01.2022;R1131;T116;4
OP0998;18.01.2022;R1106;T110;5
OP0999;18.01.2022;R1116;T120;13
OP1000;18.01.2022;R1119;T111;14
OP1001;18.01.2022;R1114;T110;10
OP1002;18.01.2022;R1127;T102;11
OP1003;18.01.2022;R1108;T100;10
OP1004;18.01.2022;R1126;T105;3
OP1005;18.01.2022;R1101;T101;20
OP1006;18.01.2022;R1131;T103;19
OP1007;18.01.2022;R1107;T102;3
OP1008;18.01.2022;R1102;T100;7
OP1009;18.01.2022;R1112;T105;14
OP1010;18.01.2022;R1109;T114;15
OP1011;18.01.2022;R1126;T119;3
OP1012;18.01.2022;R1122;T102;8
OP1013;18.01.2022;R1105;T109;7
OP1014;18.01.2022;R1126;T101;20
OP1015;18.01.2022;R1125;T104;20
OP1016;18.01.2022;R1120;T112;11
OP1017;18.01.2022;R1106;T120;20
OP1018;18.01.2022;R1125;T104;18
OP1019;18.01.2022;R1125;T102;16
OP1020;18.01.2022;R1130;T113;15
OP1021;19.01.2022;R1108;T114;16
OP1022;19.01.2022;R1101;T115;13
OP1023;19.01.2022;R1116;T118;11
OP1024;19.01.2022;R1123;T106;12
OP1025;19.01.2022;R1125;T115;11
OP1026;19.01.2022;R1115;T105;16
OP1027;19.01.2022;R1120;T112;9
OP1028;19.01.2022;R1114;T117;10
OP1029;19.01.2022;R1123;T111;17
OP1030;19.01.2022;R1117;T111;2
OP1031;19.01.2022;R1126;T116;14
OP1032;19.01.2022;R1129;T118;2
OP1033;19.01.2022;R1103;T105;12
OP1034;19.01.2022;R1130;T107;7
OP1035;19.01.2022;R1109;T119;3
OP1036;19.01.2022;R1114;T105;19
OP1037;19.01.2022;R1105;T101;7
OP1038;19.01.2022;R1125;T100;13
OP1039;19.01.2022;R1120;T110;11
OP1040;19.01.2022;R1128;T101;6
OP1041;19.01.2022;R1107;T117;4
OP1042;19.01.2022;R1109;T105;19
OP1043;19.01.2022;R1123;T112;18
OP1044;19.01.2022;R1111;T117;17
OP1045;19.01.2022;R1122;T108;4
OP1046;19.01.2022;R1118;T118;9
OP1047;19.01.2022;R1105;T107;5
OP1048;19.01.2022;R1108;T112;8
OP1049;19.01.2022;R1125;T113;6
OP1050;19.01.2022;R1113;T101;18
OP1051;19.01.2022;R1128;T103;4
OP1052;19.01.2022;R1122;T112;4
OP1053;19.01.2022;R1109;T115;15
OP1054;19.01.2022;R1111;T100;12
OP1055;19.01.2022;R1116;T108;14
OP1056;19.01.2022;R1128;T118;7
OP1057;19.01.2022;R1108;T107;8
OP1058;19.01.2022;R1105;T102;2
OP1059;19.01.2022;R1103;T101;13
OP1060;19.01.2022;R1114;T119;20
OP1061;19.01.2022;R1109;T119;15
OP1062;19.01.2022;R1129;T113;9
OP1063;19.01.2022;R1113;T116;20
OP1064;19.01.2022;R1110;T111;20
OP1065;19.01.2022;R1105;T106;8
OP1066;19.01.2022;R1130;T108;17
OP1067;19.01.2022;R1101;T119;6
OP1068;19.01.2022;R1129;T109;3
OP1069;19.01.2022;R1116;T106;8
OP1070;19.01.2022;R1119;T106;9
OP1071;19.01.2022;R1110;T100;16
OP1072;19.01.2022;R1129;T102;9
OP1073;19.01.2022;R1107;T105;19
OP1074;19.01.2022;R1125;T101;7
OP1075;19.01.2022;R1131;T104;4
OP1076;19.01.2022;R1131;T118;19
OP1077;19.01.2022;R1123;T110;8
OP1078;19.01.2022;R1131;T120;13
OP1079;19.01.2022;R1106;T109;7
OP1080;19.01.2022;R1123;T102;15
OP1081;19.01.2022;R1109;T120;3
OP1082;19.01.2022;R1127;T101;20
OP1083;19.01.2022;R1126;T100;17
OP1084;20.01.2022;R1101;T101;18
OP1085;20.01.2022;R1123;T101;5
OP1086;20.01.2022;R1131;T120;15
OP1087;20.01.2022;R1128;T107;18
OP1088;20.01.2022;R1126;T120;10
OP1089;20.01.2022;R1111;T108;17
OP1090;20.01.2022;R1107;T118;17
OP1091;20.01.2022;R1118;T115;12
OP1092;20.01.2022;R1130;T101;16
OP1093;20.01.2022;R1120;T114;19
OP1094;20.01.2022;R1132;T120;2
OP1095;20.01.2022;R1115;T111;20
OP1096;20.01.2022;R1131;T114;11
OP1097;20.01.2022;R1131;T103;7
OP1098;20.01.2022;R1125;T105;19
OP1099;20.01.2022;R1131;T117;4
OP1100;20.01.2022;R1113;T110;17
OP1101;20.01.2022;R1115;T101;15
OP1102;20.01.2022;R1129;T120;9
OP1103;20.01.2022;R1101;T113;20
OP1104;20.01.2022;R1109;T103;4
OP1105;20.01.2022;R1132;T102;19
OP1106;20.01.2022;R1130;T116;12
OP1107;20.01.2022;R1114;T111;2
OP1108;20.01.2022;R1110;T115;15
OP1109;20.01.2022;R1125;T120;9
OP1110;20.01.2022;R1113;T109;8
OP1111;20.01.2022;R1118;T108;17
OP1112;20.01.2022;R1112;T117;13
OP1113;20.01.2022;R1131;T101;19
OP1114;20.01.2022;R1127;T109;17
OP1115;20.01.2022;R1112;T105;19
OP1116;20.01.2022;R1106;T118;19
OP1117;20.01.2022;R1128;T119;16
OP1118;20.01.2022;R1107;T105;17
OP1119;20.01.2022;R1126;T104;4
OP1120;20.01.2022;R1103;T107;6
OP1121;20.01.2022;R1109;T112;18
OP1122;20.01.2022;R1106;T120;19
OP1123;20.01.2022;R1131;T108;20
OP1124;21.01.2022;R1117;T106;19
OP1125;21.01.2022;R1128;T110;12
OP1126;21.01.2022;R1112;T117;5
OP1127;21.01.2022;R1105;T116;20
OP1128;21.01.2022;R1119;T110;10
OP1129;21.01.2022;R1112;T101;2
OP1130;21.01.2022;R1120;T119;8
OP1131;21.01.2022;R1105;T117;5
OP1132;21.01.2022;R1115;T114;10
OP1133;21.01.2022;R1129;T109;17
OP1134;21.01.2022;R1104;T120;12
OP1135;21.01.2022;R1132;T101;6
OP1136;21.01.2022;R1101;T114;2
OP1137;21.01.2022;R1120;T115;4
OP1138;21.01.2022;R1129;T100;5
OP1139;21.01.2022;R1111;T101;5
OP1140;21.01.2022;R1116;T106;14
OP1141;21.01.2022;R1129;T109;2
OP1142;21.01.2022;R1110;T108;13
OP1143;21.01.2022;R1109;T113;3
OP1144;21.01.2022;R1105;T105;8
OP1145;21.01.2022;R1115;T112;14
OP1146;21.01.2022;R1105;T114;9
OP1147;21.01.2022;R1120;T120;18
OP1148;21.01.2022;R1118;T105;15
OP1149;21.01.2022;R1124;T110;2
OP1150;21.01.2022;R1115;T104;8
OP1151;21.01.2022;R1108;T114;10
OP1152;21.01.2022;R1123;T104;20
OP1153;21.01.2022;R1110;T115;18
OP1154;21.01.2022;R1122;T119;16
OP1155;21.01.2022;R1114;T111;4
OP1156;21.01.2022;R1109;T100;18
OP1157;21.01.2022;R1124;T101;17
OP1158;21.01.2022;R1122;T116;11
OP1159;21.01.2022;R1131;T104;8
OP1160;21.01.2022;R1103;T104;17
OP1161;21.01.2022;R1128;T106;6
OP1162;21.01.2022;R1123;T109;9
OP1163;21.01.2022;R1129;T116;19
OP1164;21.01.2022;R1122;T104;3
OP1165;21.01.2022;R1125;T105;17
OP1166;21.01.2022;R1120;T108;8
OP1167;21.01.2022;R1114;T101;5
OP1168;21.01.2022;R1123;T116;19
OP1169;21.01.2022;R1102;T117;12
OP1170;21.01.2022;R1111;T108;8
OP1171;21.01.2022;R1127;T101;11
OP1172;21.01.2022;R1101;T115;16
OP1173;21.01.2022;R1115;T108;18
OP1174;21.01.2022;R1124;T115;13
OP1175;21.01.2022;R1120;T111;16
OP1176;21.01.2022;R1111;T109;11
OP1177;21.01.2022;R1118;T116;18
OP1178;21.01.2022;R1109;T114;2
OP1179;21.01.2022;R1132;T110;7
OP1180;21.01.2022;R1105;T108;2
OP1181;21.01.2022;R1104;T101;8
OP1182;22.01.2022;R1131;T106;12
OP1183;22.01.2022;R1129;T106;16
OP1184;22.01.2022;R1126;T103;17
OP1185;22.01.2022;R1103;T102;8
OP1186;22.01.2022;R1128;T120;3
OP1187;22.01.2022;R1105;T113;11
OP1188;22.01.2022;R1128;T115;19
OP1189;22.01.2022;R1120;T103;15
OP1190;22.01.2022;R1110;T113;7
OP1191;22.01.2022;R1129;T102;8
OP1192;22.01.2022;R1105;T115;20
OP1193;22.01.2022;R1128;T111;19
OP1194;22.01.2022;R1106;T102;3
OP1195;22.01.2022;R1110;T116;17
OP1196;22.01.2022;R1132;T114;18
OP1197;22.01.2022;R1107;T101;8
OP1198;22.01.2022;R1111;T116;10
OP1199;22.01.2022;R1103;T107;4
OP1200;22.01.2022;R1102;T117;11
OP1201;22.01.2022;R1124;T103;4
OP1202;22.01.2022;R1127;T108;8
OP1203;22.01.2022;R1132;T118;11
OP1204;22.01.2022;R1120;T117;11
OP1205;22.01.2022;R1118;T101;20
OP1206;22.01.2022;R1105;T113;2
OP1207;22.01.2022;R1121;T119;12
OP1208;22.01.2022;R1111;T112;16
OP1209;22.01.2022;R1131;T109;14
OP1210;22.01.2022;R1120;T115;4
OP1211;22.01.2022;R1132;T111;8
OP1212;22.01.2022;R1102;T120;6
OP1213;22.01.2022;R1120;T109;15
OP1214;22.01.2022;R1117;T104;13
OP1215;22.01.2022;R1102;T109;20
OP1216;22.01.2022;R1118;T112;14
OP1217;22.01.2022;R1123;T119;13
OP1218;22.01.2022;R1115;T119;20
OP1219;22.01.2022;R1116;T117;9
OP1220;22.01.2022;R1115;T105;7
OP1221;22.01.2022;R1118;T109;11
OP1222;23.01.2022;R1111;T104;18
OP1223;23.01.2022;R1112;T115;2
OP1224;23.01.2022;R1114;T110;8
OP1225;23.01.2022;R1111;T113;2
OP1226;23.01.2022;R1113;T117;19
OP1227;23.01.2022;R1121;T110;4
OP1228;23.01.2022;R1103;T105;13
OP1229;23.01.2022;R1127;T118;17
OP1230;23.01.2022;R1132;T119;6
OP1231;23.01.2022;R1106;T101;11
OP1232;23.01.2022;R1110;T109;10
OP1233;23.01.2022;R1121;T115;19
OP1234;23.01.2022;R1113;T112;18
OP1235;23.01.2022;R1109;T105;19
OP1236;23.01.2022;R1123;T108;19
OP1237;23.01.2022;R1118;T106;9
OP1238;23.01.2022;R1105;T111;12
OP1239;23.01.2022;R1114;T111;16
OP1240;23.01.2022;R1130;T109;20
OP1241;23.01.2022;R1120;T105;6
OP1242;23.01.2022;R1132;T120;3
OP1243;23.01.2022;R1118;T110;15
OP1244;23.01.2022;R1119;T118;19
OP1245;23.01.2022;R1123;T108;11
OP1246;23.01.2022;R1120;T120;20
OP1247;23.01.2022;R1113;T118;12
OP1248;23.01.2022;R1115;T103;4
OP1249;23.01.2022;R1114;T103;7
OP1250;23.01.2022;R1115;T106;5
OP1251;23.01.2022;R1119;T113;8
OP1252;23.01.2022;R1131;T116;17
OP1253;23.01.2022;R1106;T117;12
OP1254;23.01.2022;R1121;T102;17
OP1255;23.01.2022;R1118;T101;15
OP1256;23.01.2022;R1104;T119;6
OP1257;23.01.2022;R1125;T109;4
OP1258;23.01.2022;R1131;T100;17
OP1259;23.01.2022;R1129;T107;18
OP1260;23.01.2022;R1103;T119;6
OP1261;23.01.2022;R1127;T109;3
OP1262;23.01.2022;R1107;T101;13
OP1263;23.01.2022;R1118;T110;15
OP1264;23.01.2022;R1126;T115;18
OP1265;23.01.2022;R1118;T104;9
OP1266;23.01.2022;R1113;T114;20
OP1267;23.01.2022;R1115;T115;16
OP1268;23.01.2022;R1110;T111;15
OP1269;23.01.2022;R1126;T116;3
OP1270;23.01.2022;R1106;T112;19
OP1271;23.01.2022;R1124;T118;9
OP1272;23.01.2022;R1102;T108;12
OP1273;23.01.2022;R1122;T103;17
OP1274;23.01.2022;R1129;T109;5
OP1275;24.01.2022;R1107;T100;14
OP1276;24.01.2022;R1119;T107;19
OP1277;24.01.2022;R1107;T116;8
OP1278;24.01.2022;R1132;T105;12
OP1279;24.01.2022;R1109;T115;12
OP1280;24.01.2022;R1106;T110;19
OP1281;24.01.2022;R1107;T107;18
OP1282;24.01.2022;R1125;T101;4
OP1283;24.01.2022;R1106;T109;9
OP1284;24.01.2022;R1101;T107;13
OP1285;24.01.2022;R1107;T108;3
OP1286;24.01.2022;R1116;T111;14
OP1287;24.01.2022;R1110;T118;16
OP1288;24.01.2022;R1129;T109;11
OP1289;24.01.2022;R1110;T120;16
OP1290;24.01.2022;R1123;T107;5
OP1291;24.01.2022;R1101;T107;17
OP1292;24.01.2022;R1110;T119;13
OP1293;24.01.2022;R1125;T100;12
OP1294;24.01.2022;R1113;T106;16
OP1295;24.01.2022;R1117;T104;9
OP1296;24.01.2022;R1103;T109;9
OP1297;24.01.2022;R1131;T108;14
OP1298;24.01.2022;R1108;T105;2
OP1299;24.01.2022;R1103;T103;17
OP1300;24.01.2022;R1117;T104;17
OP1301;24.01.2022;R1110;T113;11
OP1302;24.01.2022;R1120;T111;3
OP1303;24.01.2022;R1116;T109;15
OP1304;24.01.2022;R1131;T113;19
OP1305;24.01.2022;R1129;T111;2
OP1306;24.01.2022;R1132;T116;6
OP1307;24.01.2022;R1111;T109;17
OP1308;24.01.2022;R1122;T120;5
OP1309;24.01.2022;R1125;T120;18
OP1310;24.01.2022;R1122;T100;8
OP1311;24.01.2022;R1113;T107;5
OP1312;24.01.2022;R1132;T109;10
OP1313;24.01.2022;R1126;T108;6
OP1314;24.01.2022;R1108;T104;15
OP1315;24.01.2022;R1115;T100;9
OP1316;24.01.2022;R1103;T114;5
OP1317;24.01.2022;R1128;T114;7
OP1318;24.01.2022;R1117;T116;15
OP1319;24.01.2022;R1114;T118;19
OP1320;24.01.2022;R1123;T114;15
OP1321;24.01.2022;R1103;T116;6
OP1322;24.01.2022;R1115;T110;2
OP1323;24.01.2022;R1132;T113;7
OP1324;24.01.2022;R1104;T110;2
OP1325;24.01.2022;R1105;T107;13
OP1326;24.01.2022;R1104;T120;15
OP1327;24.01.2022;R1107;T118;4
OP1328;24.01.2022;R1104;T120;13
